gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000138448	ITGAV	integrin subunit alpha V	2q32.1	protein_coding	6	1131	0.53	262	16508	1.59	1342	31	2.31	43	3.20	9	Cancer Gene Census
ENSG00000141736	ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	6	1131	0.53	355	16508	2.15	1342	35	2.61	81	6.04	11	Cancer Gene Census
ENSG00000143549	TPM3	tropomyosin 3	1q21.3	protein_coding	6	1131	0.53	116	16508	0.70	1342	107	7.97	11	0.82	6	Cancer Gene Census
ENSG00000145012	LPP	LIM domain containing preferred translocation partner in lipoma	3q27.3, 3q28	protein_coding	6	1131	0.53	211	16508	1.28	1342	65	4.84	88	6.56	7	Cancer Gene Census
ENSG00000145216	FIP1L1	factor interacting with PAPOLA and CPSF1	4q12	protein_coding	6	1131	0.53	152	16508	0.92	1342	121	9.02	63	4.69	9	Cancer Gene Census
ENSG00000145819	ARHGAP26	Rho GTPase activating protein 26	5q31.3	protein_coding	6	1131	0.53	204	16508	1.24	1342	43	3.20	77	5.74	8	Cancer Gene Census
ENSG00000147065	MSN	moesin	Xq12	protein_coding	6	1131	0.53	177	16508	1.07	1342	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000147140	NONO	non-POU domain containing octamer binding	Xq13.1	protein_coding	6	1131	0.53	148	16508	0.90	1342	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000147257	GPC3	glypican 3	Xq26.2	protein_coding	6	1131	0.53	158	16508	0.96	1342	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000154767	XPC	XPC complex subunit, DNA damage recognition and repair factor	3p25.1	protein_coding	6	1131	0.53	144	16508	0.87	1342	53	3.95	72	5.37	8	Cancer Gene Census
ENSG00000154803	FLCN	folliculin	17p11.2	protein_coding	6	1131	0.53	166	16508	1.01	1342	23	1.71	81	6.04	7	Cancer Gene Census
ENSG00000158169	FANCC	FA complementation group C	9q22.32	protein_coding	6	1131	0.53	121	16508	0.73	1342	79	5.89	99	7.38	7	Cancer Gene Census
ENSG00000158715	SLC45A3	solute carrier family 45 member 3	1q32.1	protein_coding	6	1131	0.53	137	16508	0.83	1342	96	7.15	35	2.61	7	Cancer Gene Census
ENSG00000160957	RECQL4	RecQ like helicase 4	8q24.3	protein_coding	6	1131	0.53	202	16508	1.22	1342	64	4.77	44	3.28	7	Cancer Gene Census
ENSG00000162434	JAK1	Janus kinase 1	1p31.3	protein_coding	6	1131	0.53	373	16508	2.26	1342	65	4.84	211	15.72	7	Cancer Gene Census
ENSG00000163161	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	2q14.3	protein_coding	6	1131	0.53	179	16508	1.08	1342	28	2.09	35	2.61	6	Cancer Gene Census
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	3p24.1	protein_coding	6	1131	0.53	252	16508	1.53	1342	50	3.73	77	5.74	9	Cancer Gene Census
ENSG00000164398	ACSL6	acyl-CoA synthetase long chain family member 6	5q31.1	protein_coding	6	1131	0.53	215	16508	1.30	1342	42	3.13	74	5.51	6	Cancer Gene Census
ENSG00000165025	SYK	spleen associated tyrosine kinase	9q22.2	protein_coding	6	1131	0.53	178	16508	1.08	1342	79	5.89	96	7.15	8	Cancer Gene Census
ENSG00000165409	TSHR	thyroid stimulating hormone receptor	14q31.1	protein_coding	6	1131	0.53	244	16508	1.48	1342	14	1.04	305	22.73	8	Cancer Gene Census
ENSG00000165671	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	protein_coding	6	1131	0.53	562	16508	3.40	1342	57	4.25	89	6.63	11	Cancer Gene Census
ENSG00000166888	STAT6	signal transducer and activator of transcription 6	12q13.3	protein_coding	6	1131	0.53	166	16508	1.01	1342	68	5.07	103	7.68	8	Cancer Gene Census
ENSG00000168610	STAT3	signal transducer and activator of transcription 3	17q21.2	protein_coding	6	1131	0.53	215	16508	1.30	1342	39	2.91	72	5.37	6	Cancer Gene Census
ENSG00000169925	BRD3	bromodomain containing 3	9q34.2	protein_coding	6	1131	0.53	188	16508	1.14	1342	90	6.71	129	9.61	6	Cancer Gene Census
ENSG00000171302	CANT1	calcium activated nucleotidase 1	17q25.3	protein_coding	6	1131	0.53	102	16508	0.62	1342	73	5.44	52	3.87	6	Cancer Gene Census
ENSG00000171843	MLLT3	MLLT3 super elongation complex subunit	9p21.3	protein_coding	6	1131	0.53	132	16508	0.80	1342	29	2.16	622	46.35	7	Cancer Gene Census
ENSG00000178105	DDX10	DEAD-box helicase 10	11q22.3	protein_coding	6	1131	0.53	174	16508	1.05	1342	58	4.32	84	6.26	9	Cancer Gene Census
ENSG00000183765	CHEK2	checkpoint kinase 2	22q12.1	protein_coding	6	1131	0.53	166	16508	1.01	1342	27	2.01	267	19.90	7	Cancer Gene Census
ENSG00000184012	TMPRSS2	transmembrane serine protease 2	21q22.3	protein_coding	6	1131	0.53	122	16508	0.74	1342	60	4.47	71	5.29	6	Cancer Gene Census
ENSG00000184937	WT1	WT1 transcription factor	11p13	protein_coding	6	1131	0.53	329	16508	1.99	1342	41	3.06	139	10.36	6	Cancer Gene Census
ENSG00000187164	SHTN1	shootin 1	10q25.3	protein_coding	6	1131	0.53	151	16508	0.91	1342	3	0.22	825	61.48	6	Cancer Gene Census
ENSG00000196092	PAX5	paired box 5	9p13.2	protein_coding	6	1131	0.53	252	16508	1.53	1342	54	4.02	259	19.30	6	Cancer Gene Census
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	6	1131	0.53	298	16508	1.81	1342	62	4.62	68	5.07	8	Cancer Gene Census
ENSG00000196914	ARHGEF12	Rho guanine nucleotide exchange factor 12	11q23.3	protein_coding	6	1131	0.53	306	16508	1.85	1342	77	5.74	76	5.66	7	Cancer Gene Census
ENSG00000197157	SND1	staphylococcal nuclease and tudor domain containing 1	7q32.1	protein_coding	6	1131	0.53	283	16508	1.71	1342	798	59.46	8	0.60	9	Cancer Gene Census
ENSG00000197323	TRIM33	tripartite motif containing 33	1p13.2	protein_coding	6	1131	0.53	213	16508	1.29	1342	60	4.47	214	15.95	6	Cancer Gene Census
ENSG00000198053	SIRPA	signal regulatory protein alpha	20p13	protein_coding	6	1131	0.53	145	16508	0.88	1342	288	21.46	29	2.16	6	Cancer Gene Census
ENSG00000203734	ECT2L	epithelial cell transforming 2 like	6q24.1	protein_coding	6	1131	0.53	192	16508	1.16	1342	12	0.89	253	18.85	9	Cancer Gene Census
ENSG00000204209	DAXX	death domain associated protein	6p21.32	protein_coding	6	1131	0.53	179	16508	1.08	1342	20	1.49	81	6.04	6	Cancer Gene Census
ENSG00000205755	CRLF2	cytokine receptor like factor 2	Xp22.33	protein_coding	6	1131	0.53	103	16508	0.62	1342	0	0.00	0	0.00	6	Cancer Gene Census
ENSG00000048471	SNX29	sorting nexin 29	16p13.13, 16p13.12	protein_coding	5	1131	0.44	220	16508	1.33	1342	36	2.68	62	4.62	6	Cancer Gene Census
ENSG00000064012	CASP8	caspase 8	2q33.1	protein_coding	5	1131	0.44	320	16508	1.94	1342	32	2.38	39	2.91	5	Cancer Gene Census
ENSG00000065361	ERBB3	erb-b2 receptor tyrosine kinase 3	12q13.2	protein_coding	5	1131	0.44	381	16508	2.31	1342	62	4.62	105	7.82	5	Cancer Gene Census
ENSG00000067082	KLF6	Kruppel like factor 6	10p15.2	protein_coding	5	1131	0.44	177	16508	1.07	1342	86	6.41	702	52.31	6	Cancer Gene Census
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	4p16.3	protein_coding	5	1131	0.44	271	16508	1.64	1342	53	3.95	97	7.23	6	Cancer Gene Census
ENSG00000072274	TFRC	transferrin receptor	3q29	protein_coding	5	1131	0.44	143	16508	0.87	1342	66	4.92	103	7.68	5	Cancer Gene Census
ENSG00000072364	AFF4	AF4/FMR2 family member 4	5q31.1	protein_coding	5	1131	0.44	241	16508	1.46	1342	46	3.43	73	5.44	5	Cancer Gene Census
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein	11q14.2	protein_coding	5	1131	0.44	143	16508	0.87	1342	56	4.17	77	5.74	6	Cancer Gene Census
ENSG00000077150	NFKB2	nuclear factor kappa B subunit 2	10q24.32	protein_coding	5	1131	0.44	159	16508	0.96	1342	5	0.37	790	58.87	5	Cancer Gene Census
ENSG00000079999	KEAP1	kelch like ECH associated protein 1	19p13.2	protein_coding	5	1131	0.44	376	16508	2.28	1342	320	23.85	27	2.01	5	Cancer Gene Census
ENSG00000092820	EZR	ezrin	6q25.3	protein_coding	5	1131	0.44	127	16508	0.77	1342	16	1.19	251	18.70	6	Cancer Gene Census
ENSG00000099956	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	22q11.23	protein_coding	5	1131	0.44	149	16508	0.90	1342	30	2.24	255	19.00	7	Cancer Gene Census
ENSG00000101213	PTK6	protein tyrosine kinase 6	20q13.33	protein_coding	5	1131	0.44	93	16508	0.56	1342	289	21.54	32	2.38	5	Cancer Gene Census
ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	20p11.23	protein_coding	5	1131	0.44	200	16508	1.21	1342	287	21.39	31	2.31	7	Cancer Gene Census
ENSG00000102145	GATA1	GATA binding protein 1	Xp11.23	protein_coding	5	1131	0.44	125	16508	0.76	1342	0	0.00	0	0.00	5	Cancer Gene Census
ENSG00000102974	CTCF	CCCTC-binding factor	16q22.1	protein_coding	5	1131	0.44	419	16508	2.54	1342	34	2.53	104	7.75	5	Cancer Gene Census
ENSG00000104365	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	8p11.21	protein_coding	5	1131	0.44	214	16508	1.30	1342	61	4.55	54	4.02	7	Cancer Gene Census
ENSG00000108091	CCDC6	coiled-coil domain containing 6	10q21.2	protein_coding	5	1131	0.44	134	16508	0.81	1342	8	0.60	744	55.44	7	Cancer Gene Census
ENSG00000108375	RNF43	ring finger protein 43	17q22	protein_coding	5	1131	0.44	404	16508	2.45	1342	68	5.07	38	2.83	5	Cancer Gene Census
ENSG00000109906	ZBTB16	zinc finger and BTB domain containing 16	11q23.2	protein_coding	5	1131	0.44	226	16508	1.37	1342	63	4.69	81	6.04	5	Cancer Gene Census
ENSG00000110777	POU2AF1	POU class 2 homeobox associating factor 1	11q23.1	protein_coding	5	1131	0.44	89	16508	0.54	1342	60	4.47	84	6.26	5	Cancer Gene Census
ENSG00000111252	SH2B3	SH2B adaptor protein 3	12q24.12	protein_coding	5	1131	0.44	110	16508	0.67	1342	50	3.73	76	5.66	5	Cancer Gene Census
ENSG00000113916	BCL6	BCL6 transcription repressor	3q27.3	protein_coding	5	1131	0.44	220	16508	1.33	1342	69	5.14	82	6.11	5	Cancer Gene Census
ENSG00000115170	ACVR1	activin A receptor type 1	2q24.1	protein_coding	5	1131	0.44	125	16508	0.76	1342	32	2.38	39	2.91	6	Cancer Gene Census
ENSG00000123473	STIL	STIL centriolar assembly protein	1p33	protein_coding	5	1131	0.44	247	16508	1.50	1342	64	4.77	211	15.72	7	Cancer Gene Census
ENSG00000126777	KTN1	kinectin 1	14q22.3	protein_coding	5	1131	0.44	214	16508	1.30	1342	13	0.97	284	21.16	9	Cancer Gene Census
ENSG00000128487	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	17p11.2	protein_coding	5	1131	0.44	284	16508	1.72	1342	25	1.86	80	5.96	7	Cancer Gene Census
ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit	19p13.3	protein_coding	5	1131	0.44	126	16508	0.76	1342	292	21.76	33	2.46	5	Cancer Gene Census
ENSG00000131759	RARA	retinoic acid receptor alpha	17q21.2	protein_coding	5	1131	0.44	147	16508	0.89	1342	32	2.38	81	6.04	6	Cancer Gene Census
ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	3p25.2	protein_coding	5	1131	0.44	161	16508	0.98	1342	57	4.25	70	5.22	5	Cancer Gene Census
ENSG00000132781	MUTYH	mutY DNA glycosylase	1p34.1	protein_coding	5	1131	0.44	129	16508	0.78	1342	67	4.99	204	15.20	5	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	5	1131	0.44	221	16508	1.34	1342	63	4.69	67	4.99	5	Cancer Gene Census
ENSG00000136492	BRIP1	BRCA1 interacting protein C-terminal helicase 1	17q23.2	protein_coding	5	1131	0.44	275	16508	1.67	1342	67	4.99	40	2.98	9	Cancer Gene Census
ENSG00000138115	CYP2C8	cytochrome P450 family 2 subfamily C member 8	10q23.33	protein_coding	5	1131	0.44	176	16508	1.07	1342	6	0.45	779	58.05	5	Cancer Gene Census
ENSG00000138698	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	4q23	protein_coding	5	1131	0.44	134	16508	0.81	1342	23	1.71	116	8.64	5	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	5	1131	0.44	153	16508	0.93	1342	62	4.62	66	4.92	6	Cancer Gene Census
ENSG00000141367	CLTC	clathrin heavy chain	17q23.1	protein_coding	5	1131	0.44	301	16508	1.82	1342	68	5.07	39	2.91	7	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	5	1131	0.44	265	16508	1.61	1342	308	22.95	25	1.86	8	Cancer Gene Census
ENSG00000143924	EML4	EMAP like 4	2p21	protein_coding	5	1131	0.44	196	16508	1.19	1342	34	2.53	41	3.06	7	Cancer Gene Census
ENSG00000143970	ASXL2	ASXL transcriptional regulator 2	2p23.3	protein_coding	5	1131	0.44	343	16508	2.08	1342	36	2.68	55	4.10	7	Cancer Gene Census
ENSG00000146374	RSPO3	R-spondin 3	6q22.33	protein_coding	5	1131	0.44	86	16508	0.52	1342	13	0.97	241	17.96	4	Cancer Gene Census
ENSG00000151348	EXT2	exostosin glycosyltransferase 2	11p11.2	protein_coding	5	1131	0.44	158	16508	0.96	1342	29	2.16	138	10.28	8	Cancer Gene Census
ENSG00000157613	CREB3L1	cAMP responsive element binding protein 3 like 1	11p11.2	protein_coding	5	1131	0.44	102	16508	0.62	1342	27	2.01	139	10.36	5	Cancer Gene Census
ENSG00000157873	TNFRSF14	TNF receptor superfamily member 14	1p36.32	protein_coding	5	1131	0.44	69	16508	0.42	1342	19	1.42	178	13.26	5	Cancer Gene Census
ENSG00000163399	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	1p13.1	protein_coding	5	1131	0.44	194	16508	1.18	1342	62	4.62	213	15.87	5	Cancer Gene Census
ENSG00000164754	RAD21	RAD21 cohesin complex component	8q24.11	protein_coding	5	1131	0.44	197	16508	1.19	1342	127	9.46	51	3.80	5	Cancer Gene Census
ENSG00000169184	MN1	MN1 proto-oncogene, transcriptional regulator	22q12.1	protein_coding	5	1131	0.44	294	16508	1.78	1342	23	1.71	261	19.45	8	Cancer Gene Census
ENSG00000170430	MGMT	O-6-methylguanine-DNA methyltransferase	10q26.3	protein_coding	5	1131	0.44	77	16508	0.47	1342	3	0.22	829	61.77	5	Cancer Gene Census
ENSG00000171723	GPHN	gephyrin	14q23.3	protein_coding	5	1131	0.44	215	16508	1.30	1342	14	1.04	319	23.77	7	Cancer Gene Census
ENSG00000172175	MALT1	MALT1 paracaspase	18q21.32	protein_coding	5	1131	0.44	142	16508	0.86	1342	59	4.40	122	9.09	7	Cancer Gene Census
ENSG00000175387	SMAD2	SMAD family member 2	18q21.1	protein_coding	5	1131	0.44	176	16508	1.07	1342	55	4.10	115	8.57	5	Cancer Gene Census
ENSG00000177565	TBL1XR1	TBL1X receptor 1	3q26.32	protein_coding	5	1131	0.44	194	16508	1.18	1342	79	5.89	49	3.65	5	Cancer Gene Census
ENSG00000179399	GPC5	glypican 5	13q31.3	protein_coding	5	1131	0.44	337	16508	2.04	1342	23	1.71	321	23.92	5	Cancer Gene Census
ENSG00000183579	ZNRF3	zinc and ring finger 3	22q12.1	protein_coding	5	1131	0.44	207	16508	1.25	1342	29	2.16	265	19.75	7	Cancer Gene Census
ENSG00000184384	MAML2	mastermind like transcriptional coactivator 2	11q21	protein_coding	5	1131	0.44	256	16508	1.55	1342	64	4.77	77	5.74	5	Cancer Gene Census
ENSG00000197013	ZNF429	zinc finger protein 429	19p12	protein_coding	5	1131	0.44	199	16508	1.21	1342	305	22.73	32	2.38	5	Cancer Gene Census
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	20q11.23	protein_coding	5	1131	0.44	111	16508	0.67	1342	279	20.79	14	1.04	5	Cancer Gene Census
ENSG00000244405	ETV5	ETS variant transcription factor 5	3q27.2	protein_coding	5	1131	0.44	161	16508	0.98	1342	82	6.11	60	4.47	5	Cancer Gene Census
ENSG00000270647	TAF15	TATA-box binding protein associated factor 15	17q12	protein_coding	5	1131	0.44	155	16508	0.94	1342	30	2.24	85	6.33	6	Cancer Gene Census
ENSG00000007237	GAS7	growth arrest specific 7	17p13.1	protein_coding	4	1131	0.35	163	16508	0.99	1342	22	1.64	93	6.93	4	Cancer Gene Census
ENSG00000009709	PAX7	paired box 7	1p36.13	protein_coding	4	1131	0.35	201	16508	1.22	1342	57	4.25	250	18.63	5	Cancer Gene Census
ENSG00000051108	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	16q13	protein_coding	4	1131	0.35	77	16508	0.47	1342	36	2.68	98	7.30	4	Cancer Gene Census
ENSG00000070756	PABPC1	poly(A) binding protein cytoplasmic 1	8q22.3	protein_coding	4	1131	0.35	128	16508	0.78	1342	114	8.49	43	3.20	4	Cancer Gene Census
ENSG00000072062	PRKACA	protein kinase cAMP-activated catalytic subunit alpha	19p13.12	protein_coding	4	1131	0.35	112	16508	0.68	1342	309	23.03	26	1.94	4	Cancer Gene Census
ENSG00000076242	MLH1	mutL homolog 1	3p22.2	protein_coding	4	1131	0.35	200	16508	1.21	1342	49	3.65	81	6.04	5	Cancer Gene Census
ENSG00000082898	XPO1	exportin 1	2p15	protein_coding	4	1131	0.35	197	16508	1.19	1342	30	2.24	39	2.91	6	Cancer Gene Census
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	9q34.12	protein_coding	4	1131	0.35	262	16508	1.59	1342	92	6.86	113	8.42	7	Cancer Gene Census
ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22q12.2	protein_coding	4	1131	0.35	160	16508	0.97	1342	30	2.24	277	20.64	5	Cancer Gene Census
ENSG00000100644	HIF1A	hypoxia inducible factor 1 subunit alpha	14q23.2	protein_coding	4	1131	0.35	177	16508	1.07	1342	13	0.97	305	22.73	4	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	4	1131	0.35	137	16508	0.83	1342	29	2.16	85	6.33	4	Cancer Gene Census
ENSG00000109471	IL2	interleukin 2	4q27	protein_coding	4	1131	0.35	45	16508	0.27	1342	13	0.97	191	14.23	5	Cancer Gene Census
ENSG00000110092	CCND1	cyclin D1	11q13.3	protein_coding	4	1131	0.35	143	16508	0.87	1342	47	3.50	93	6.93	4	Cancer Gene Census
ENSG00000112081	SRSF3	serine and arginine rich splicing factor 3	6p21.31, 6p21.2	protein_coding	4	1131	0.35	54	16508	0.33	1342	19	1.42	75	5.59	4	Cancer Gene Census
ENSG00000113263	ITK	IL2 inducible T cell kinase	5q33.3	protein_coding	4	1131	0.35	239	16508	1.45	1342	43	3.20	92	6.86	5	Cancer Gene Census
ENSG00000113594	LIFR	LIF receptor subunit alpha	5p13.1	protein_coding	4	1131	0.35	330	16508	2.00	1342	54	4.02	56	4.17	5	Cancer Gene Census
ENSG00000116044	NFE2L2	nuclear factor, erythroid 2 like 2	2q31.2	protein_coding	4	1131	0.35	331	16508	2.01	1342	30	2.24	43	3.20	5	Cancer Gene Census
ENSG00000118260	CREB1	cAMP responsive element binding protein 1	2q33.3	protein_coding	4	1131	0.35	63	16508	0.38	1342	33	2.46	38	2.83	4	Cancer Gene Census
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	6q23.3	protein_coding	4	1131	0.35	178	16508	1.08	1342	13	0.97	249	18.55	5	Cancer Gene Census
ENSG00000118971	CCND2	cyclin D2	12p13.32	protein_coding	4	1131	0.35	101	16508	0.61	1342	147	10.95	45	3.35	4	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	4	1131	0.35	162	16508	0.98	1342	81	6.04	98	7.30	7	Cancer Gene Census
ENSG00000121289	CEP89	centrosomal protein 89	19q13.11	protein_coding	4	1131	0.35	178	16508	1.08	1342	266	19.82	245	18.26	5	Cancer Gene Census
ENSG00000123364	HOXC13	homeobox C13	12q13.13	protein_coding	4	1131	0.35	105	16508	0.64	1342	51	3.80	106	7.90	4	Cancer Gene Census
ENSG00000125354	SEPTIN6	septin 6	Xq24	protein_coding	4	1131	0.35	161	16508	0.98	1342	0	0.00	0	0.00	4	Cancer Gene Census
ENSG00000126353	CCR7	C-C motif chemokine receptor 7	17q21.2	protein_coding	4	1131	0.35	94	16508	0.57	1342	32	2.38	79	5.89	4	Cancer Gene Census
ENSG00000133703	KRAS	KRAS proto-oncogene, GTPase	12p12.1	protein_coding	4	1131	0.35	1763	16508	10.68	1342	95	7.08	52	3.87	3	Cancer Gene Census
ENSG00000134574	DDB2	damage specific DNA binding protein 2	11p11.2	protein_coding	4	1131	0.35	81	16508	0.49	1342	30	2.24	130	9.69	3	Cancer Gene Census
ENSG00000138592	USP8	ubiquitin specific peptidase 8	15q21.2	protein_coding	4	1131	0.35	199	16508	1.21	1342	17	1.27	195	14.53	4	Cancer Gene Census
ENSG00000138795	LEF1	lymphoid enhancer binding factor 1	4q25	protein_coding	4	1131	0.35	133	16508	0.81	1342	26	1.94	116	8.64	4	Cancer Gene Census
ENSG00000140577	CRTC3	CREB regulated transcription coactivator 3	15q26.1	protein_coding	4	1131	0.35	132	16508	0.80	1342	29	2.16	143	10.66	4	Cancer Gene Census
ENSG00000142273	CBLC	Cbl proto-oncogene C	19q13.32	protein_coding	4	1131	0.35	101	16508	0.61	1342	223	16.62	319	23.77	5	Cancer Gene Census
ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21.3	protein_coding	4	1131	0.35	163	16508	0.99	1342	108	8.05	14	1.04	4	Cancer Gene Census
ENSG00000143556	S100A7	S100 calcium binding protein A7	1q21.3	protein_coding	4	1131	0.35	55	16508	0.33	1342	108	8.05	11	0.82	5	Cancer Gene Census
ENSG00000147655	RSPO2	R-spondin 2	8q23.1	protein_coding	4	1131	0.35	138	16508	0.84	1342	123	9.17	43	3.20	4	Cancer Gene Census
ENSG00000150907	FOXO1	forkhead box O1	13q14.11	protein_coding	4	1131	0.35	164	16508	0.99	1342	16	1.19	360	26.83	4	Cancer Gene Census
ENSG00000152207	CYSLTR2	cysteinyl leukotriene receptor 2	13q14.2	protein_coding	4	1131	0.35	114	16508	0.69	1342	11	0.82	394	29.36	3	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	4	1131	0.35	127	16508	0.77	1342	61	4.55	107	7.97	4	Cancer Gene Census
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15.1	protein_coding	4	1131	0.35	169	16508	1.02	1342	16	1.19	214	15.95	4	Cancer Gene Census
ENSG00000156976	EIF4A2	eukaryotic translation initiation factor 4A2	3q27.3	protein_coding	4	1131	0.35	205	16508	1.24	1342	72	5.37	71	5.29	4	Cancer Gene Census
ENSG00000158711	ELK4	ETS transcription factor ELK4	1q32.1	protein_coding	4	1131	0.35	93	16508	0.56	1342	97	7.23	35	2.61	5	Cancer Gene Census
ENSG00000160789	LMNA	lamin A/C	1q22	protein_coding	4	1131	0.35	156	16508	0.94	1342	123	9.17	12	0.89	4	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	4	1131	0.35	109	16508	0.66	1342	65	4.84	211	15.72	5	Cancer Gene Census
ENSG00000163026	WDCP	WD repeat and coiled coil containing	2p23.3	protein_coding	4	1131	0.35	129	16508	0.78	1342	39	2.91	59	4.40	4	Cancer Gene Census
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1q32.1	protein_coding	4	1131	0.35	176	16508	1.07	1342	101	7.53	24	1.79	4	Cancer Gene Census
ENSG00000163518	FCRL4	Fc receptor like 4	1q23.1	protein_coding	4	1131	0.35	225	16508	1.36	1342	104	7.75	16	1.19	4	Cancer Gene Census
ENSG00000166949	SMAD3	SMAD family member 3	15q22.33	protein_coding	4	1131	0.35	160	16508	0.97	1342	21	1.56	152	11.33	4	Cancer Gene Census
ENSG00000167460	TPM4	tropomyosin 4	19p13.12, 19p13.11	protein_coding	4	1131	0.35	85	16508	0.51	1342	309	23.03	25	1.86	4	Cancer Gene Census
ENSG00000168172	HOOK3	hook microtubule tethering protein 3	8p11.21	protein_coding	4	1131	0.35	158	16508	0.96	1342	61	4.55	54	4.02	4	Cancer Gene Census
ENSG00000168411	RFWD3	ring finger and WD repeat domain 3	16q23.1	protein_coding	4	1131	0.35	126	16508	0.76	1342	30	2.24	111	8.27	5	Cancer Gene Census
ENSG00000168421	RHOH	ras homolog family member H	4p14	protein_coding	4	1131	0.35	83	16508	0.50	1342	31	2.31	87	6.48	4	Cancer Gene Census
ENSG00000168646	AXIN2	axin 2	17q24.1	protein_coding	4	1131	0.35	250	16508	1.51	1342	72	5.37	36	2.68	4	Cancer Gene Census
ENSG00000170234	PWWP2A	PWWP domain containing 2A	5q33.3	protein_coding	4	1131	0.35	114	16508	0.69	1342	43	3.20	93	6.93	4	Cancer Gene Census
ENSG00000170577	SIX2	SIX homeobox 2	2p21	protein_coding	4	1131	0.35	110	16508	0.67	1342	33	2.46	41	3.06	4	Cancer Gene Census
ENSG00000171310	CHST11	carbohydrate sulfotransferase 11	12q23.3	protein_coding	4	1131	0.35	127	16508	0.77	1342	49	3.65	76	5.66	4	Cancer Gene Census
ENSG00000175197	DDIT3	DNA damage inducible transcript 3	12q13.3	protein_coding	4	1131	0.35	38	16508	0.23	1342	116	8.64	86	6.41	4	Cancer Gene Census
ENSG00000178562	CD28	CD28 molecule	2q33.2	protein_coding	4	1131	0.35	73	16508	0.44	1342	35	2.61	39	2.91	3	Cancer Gene Census
ENSG00000179218	CALR	calreticulin	19p13.13	protein_coding	4	1131	0.35	95	16508	0.58	1342	307	22.88	27	2.01	5	Cancer Gene Census
ENSG00000179750	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	22q13.1	protein_coding	4	1131	0.35	101	16508	0.61	1342	28	2.09	285	21.24	4	Cancer Gene Census
ENSG00000180644	PRF1	perforin 1	10q22.1	protein_coding	4	1131	0.35	172	16508	1.04	1342	7	0.52	765	57.00	4	Cancer Gene Census
ENSG00000181449	SOX2	SRY-box transcription factor 2	3q26.33	protein_coding	4	1131	0.35	114	16508	0.69	1342	104	7.75	39	2.91	4	Cancer Gene Census
ENSG00000182185	RAD51B	RAD51 paralog B	14q24.1	protein_coding	4	1131	0.35	78	16508	0.47	1342	18	1.34	319	23.77	4	Cancer Gene Census
ENSG00000183770	FOXL2	forkhead box L2	3q22.3	protein_coding	4	1131	0.35	97	16508	0.59	1342	49	3.65	67	4.99	4	Cancer Gene Census
