"gene_id","symbol","name","cytoband","type","num_cohort_ssm_affected_cases","num_cohort_ssm_cases","cohort_ssm_affected_cases_percentage","num_gdc_ssm_affected_cases","num_gdc_ssm_cases","gdc_ssm_affected_cases_percentage","num_cohort_cnv_cases","num_cohort_cnv_gain_cases","cohort_cnv_gain_cases_percentage","num_cohort_cnv_loss_cases","cohort_cnv_loss_cases_percentage","num_mutations","annotations","SSM_Affected_Cases_in_Cohort","CNV_Gain","CNV_Loss","SSM_Affected_Cases_Across_the_GDC"
"ENSG00000100393","EP300","E1A binding protein p300","22q13.2","protein_coding",9,1131,0.8,567,16508,3.43,1342,26,1.94,299,22.28,15,"Cancer Gene Census","9 / 1131 (0.8%)","26 / 1342 (1.94%)","299 / 1342 (22.28%)","567 / 16508 (3.43%)"
"ENSG00000103197","TSC2","TSC complex subunit 2","16p13.3","protein_coding",9,1131,0.8,389,16508,2.36,1342,41,3.06,76,5.66,11,"Cancer Gene Census","9 / 1131 (0.8%)","41 / 1342 (3.06%)","76 / 1342 (5.66%)","389 / 16508 (2.36%)"
"ENSG00000104728","ARHGEF10","Rho guanine nucleotide exchange factor 10","8p23.3","protein_coding",9,1131,0.8,318,16508,1.93,1342,60,4.47,85,6.33,12,"Cancer Gene Census","9 / 1131 (0.8%)","60 / 1342 (4.47%)","85 / 1342 (6.33%)","318 / 16508 (1.93%)"
"ENSG00000107485","GATA3","GATA binding protein 3","10p14","protein_coding",9,1131,0.8,386,16508,2.34,1342,82,6.11,706,52.61,12,"Cancer Gene Census","9 / 1131 (0.8%)","82 / 1342 (6.11%)","706 / 1342 (52.61%)","386 / 16508 (2.34%)"
"ENSG00000107882","SUFU","SUFU negative regulator of hedgehog signaling","10q24.32","protein_coding",9,1131,0.8,127,16508,0.77,1342,5,0.37,791,58.94,10,"Cancer Gene Census","9 / 1131 (0.8%)","5 / 1342 (0.37%)","791 / 1342 (58.94%)","127 / 16508 (0.77%)"
"ENSG00000110841","PPFIBP1","PPFIA binding protein 1","12p11.23, 12p11.22","protein_coding",9,1131,0.8,194,16508,1.18,1342,95,7.08,51,3.8,8,"Cancer Gene Census","9 / 1131 (0.8%)","95 / 1342 (7.08%)","51 / 1342 (3.8%)","194 / 16508 (1.18%)"
"ENSG00000111679","PTPN6","protein tyrosine phosphatase non-receptor type 6","12p13.31","protein_coding",9,1131,0.8,153,16508,0.93,1342,125,9.31,50,3.73,9,"Cancer Gene Census","9 / 1131 (0.8%)","125 / 1342 (9.31%)","50 / 1342 (3.73%)","153 / 16508 (0.93%)"
"ENSG00000113360","DROSHA","drosha ribonuclease III","5p13.3","protein_coding",9,1131,0.8,282,16508,1.71,1342,54,4.02,61,4.55,9,"Cancer Gene Census","9 / 1131 (0.8%)","54 / 1342 (4.02%)","61 / 1342 (4.55%)","282 / 16508 (1.71%)"
"ENSG00000113721","PDGFRB","platelet derived growth factor receptor beta","5q32","protein_coding",9,1131,0.8,264,16508,1.6,1342,44,3.28,81,6.04,9,"Cancer Gene Census","9 / 1131 (0.8%)","44 / 1342 (3.28%)","81 / 1342 (6.04%)","264 / 16508 (1.6%)"
"ENSG00000114423","CBLB","Cbl proto-oncogene B","3q13.11","protein_coding",9,1131,0.8,270,16508,1.64,1342,43,3.2,83,6.18,10,"Cancer Gene Census","9 / 1131 (0.8%)","43 / 1342 (3.2%)","83 / 1342 (6.18%)","270 / 16508 (1.64%)"
"ENSG00000116731","PRDM2","PR/SET domain 2","1p36.21","protein_coding",9,1131,0.8,333,16508,2.02,1342,62,4.62,272,20.27,11,"Cancer Gene Census","9 / 1131 (0.8%)","62 / 1342 (4.62%)","272 / 1342 (20.27%)","333 / 16508 (2.02%)"
"ENSG00000120457","KCNJ5","potassium inwardly rectifying channel subfamily J member 5","11q24.3","protein_coding",9,1131,0.8,160,16508,0.97,1342,76,5.66,80,5.96,11,"Cancer Gene Census","9 / 1131 (0.8%)","76 / 1342 (5.66%)","80 / 1342 (5.96%)","160 / 16508 (0.97%)"
"ENSG00000128513","POT1","protection of telomeres 1","7q31.33","protein_coding",9,1131,0.8,208,16508,1.26,1342,787,58.64,7,0.52,11,"Cancer Gene Census","9 / 1131 (0.8%)","787 / 1342 (58.64%)","7 / 1342 (0.52%)","208 / 16508 (1.26%)"
"ENSG00000135903","PAX3","paired box 3","2q36.1","protein_coding",9,1131,0.8,232,16508,1.41,1342,30,2.24,52,3.87,10,"Cancer Gene Census","9 / 1131 (0.8%)","30 / 1342 (2.24%)","52 / 1342 (3.87%)","232 / 16508 (1.41%)"
"ENSG00000136167","LCP1","lymphocyte cytosolic protein 1","13q14.13","protein_coding",9,1131,0.8,163,16508,0.99,1342,11,0.82,380,28.32,11,"Cancer Gene Census","9 / 1131 (0.8%)","11 / 1342 (0.82%)","380 / 1342 (28.32%)","163 / 16508 (0.99%)"
"ENSG00000137812","KNL1","kinetochore scaffold 1","15q15.1","protein_coding",9,1131,0.8,333,16508,2.02,1342,16,1.19,212,15.8,11,"Cancer Gene Census","9 / 1131 (0.8%)","16 / 1342 (1.19%)","212 / 1342 (15.8%)","333 / 16508 (2.02%)"
"ENSG00000140937","CDH11","cadherin 11","16q21","protein_coding",9,1131,0.8,493,16508,2.99,1342,30,2.24,104,7.75,9,"Cancer Gene Census","9 / 1131 (0.8%)","30 / 1342 (2.24%)","104 / 1342 (7.75%)","493 / 16508 (2.99%)"
"ENSG00000151702","FLI1","Fli-1 proto-oncogene, ETS transcription factor","11q24.3","protein_coding",9,1131,0.8,201,16508,1.22,1342,75,5.59,81,6.04,10,"Cancer Gene Census","9 / 1131 (0.8%)","75 / 1342 (5.59%)","81 / 1342 (6.04%)","201 / 16508 (1.22%)"
"ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2","1q23.3","protein_coding",9,1131,0.8,269,16508,1.63,1342,96,7.15,15,1.12,11,"Cancer Gene Census","9 / 1131 (0.8%)","96 / 1342 (7.15%)","15 / 1342 (1.12%)","269 / 16508 (1.63%)"
"ENSG00000163041","H3-3A","H3.3 histone A","1q42.12","protein_coding",9,1131,0.8,49,16508,0.3,1342,86,6.41,59,4.4,6,"Cancer Gene Census","9 / 1131 (0.8%)","86 / 1342 (6.41%)","59 / 1342 (4.4%)","49 / 16508 (0.3%)"
"ENSG00000163629","PTPN13","protein tyrosine phosphatase non-receptor type 13","4q21.3","protein_coding",9,1131,0.8,445,16508,2.7,1342,23,1.71,116,8.64,13,"Cancer Gene Census","9 / 1131 (0.8%)","23 / 1342 (1.71%)","116 / 1342 (8.64%)","445 / 16508 (2.7%)"
"ENSG00000173757","STAT5B","signal transducer and activator of transcription 5B","17q21.2","protein_coding",9,1131,0.8,206,16508,1.25,1342,38,2.83,73,5.44,6,"Cancer Gene Census","9 / 1131 (0.8%)","38 / 1342 (2.83%)","73 / 1342 (5.44%)","206 / 16508 (1.25%)"
"ENSG00000175595","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit","16p13.12","protein_coding",9,1131,0.8,198,16508,1.2,1342,32,2.38,62,4.62,9,"Cancer Gene Census","9 / 1131 (0.8%)","32 / 1342 (2.38%)","62 / 1342 (4.62%)","198 / 16508 (1.2%)"
"ENSG00000177084","POLE","DNA polymerase epsilon, catalytic subunit","12q24.33","protein_coding",9,1131,0.8,492,16508,2.98,1342,31,2.31,46,3.43,25,"Cancer Gene Census","9 / 1131 (0.8%)","31 / 1342 (2.31%)","46 / 1342 (3.43%)","492 / 16508 (2.98%)"
"ENSG00000015285","WAS","WASP actin nucleation promoting factor","Xp11.23","protein_coding",8,1131,0.71,150,16508,0.91,1342,0,0,0,0,8,"Cancer Gene Census","8 / 1131 (0.71%)","0 / 1342 (0%)","0 / 1342 (0%)","150 / 16508 (0.91%)"
"ENSG00000049540","ELN","elastin","7q11.23","protein_coding",8,1131,0.71,238,16508,1.44,1342,739,55.07,8,0.6,9,"Cancer Gene Census","8 / 1131 (0.71%)","739 / 1342 (55.07%)","8 / 1342 (0.6%)","238 / 16508 (1.44%)"
"ENSG00000079102","RUNX1T1","RUNX1 partner transcriptional co-repressor 1","8q21.3","protein_coding",8,1131,0.71,513,16508,3.11,1342,101,7.53,48,3.58,9,"Cancer Gene Census","8 / 1131 (0.71%)","101 / 1342 (7.53%)","48 / 1342 (3.58%)","513 / 16508 (3.11%)"
"ENSG00000083093","PALB2","partner and localizer of BRCA2","16p12.2","protein_coding",8,1131,0.71,234,16508,1.42,1342,27,2.01,100,7.45,11,"Cancer Gene Census","8 / 1131 (0.71%)","27 / 1342 (2.01%)","100 / 1342 (7.45%)","234 / 16508 (1.42%)"
"ENSG00000083168","KAT6A","lysine acetyltransferase 6A","8p11.21","protein_coding",8,1131,0.71,419,16508,2.54,1342,61,4.55,54,4.02,10,"Cancer Gene Census","8 / 1131 (0.71%)","61 / 1342 (4.55%)","54 / 1342 (4.02%)","419 / 16508 (2.54%)"
"ENSG00000083799","CYLD","CYLD lysine 63 deubiquitinase","16q12.1","protein_coding",8,1131,0.71,242,16508,1.47,1342,30,2.24,104,7.75,11,"Cancer Gene Census","8 / 1131 (0.71%)","30 / 1342 (2.24%)","104 / 1342 (7.75%)","242 / 16508 (1.47%)"
"ENSG00000100345","MYH9","myosin heavy chain 9","22q12.3","protein_coding",8,1131,0.71,484,16508,2.93,1342,26,1.94,282,21.01,12,"Cancer Gene Census","8 / 1131 (0.71%)","26 / 1342 (1.94%)","282 / 1342 (21.01%)","484 / 16508 (2.93%)"
"ENSG00000100815","TRIP11","thyroid hormone receptor interactor 11","14q32.12","protein_coding",8,1131,0.71,315,16508,1.91,1342,16,1.19,292,21.76,12,"Cancer Gene Census","8 / 1131 (0.71%)","16 / 1342 (1.19%)","292 / 1342 (21.76%)","315 / 16508 (1.91%)"
"ENSG00000104884","ERCC2","ERCC excision repair 2, TFIIH core complex helicase subunit","19q13.32","protein_coding",8,1131,0.71,196,16508,1.19,1342,216,16.1,327,24.37,8,"Cancer Gene Census","8 / 1131 (0.71%)","216 / 1342 (16.1%)","327 / 1342 (24.37%)","196 / 16508 (1.19%)"
"ENSG00000109670","FBXW7","F-box and WD repeat domain containing 7","4q31.3","protein_coding",8,1131,0.71,657,16508,3.98,1342,21,1.56,151,11.25,8,"Cancer Gene Census","8 / 1131 (0.71%)","21 / 1342 (1.56%)","151 / 1342 (11.25%)","657 / 16508 (3.98%)"
"ENSG00000116016","EPAS1","endothelial PAS domain protein 1","2p21","protein_coding",8,1131,0.71,212,16508,1.28,1342,34,2.53,41,3.06,11,"Cancer Gene Census","8 / 1131 (0.71%)","34 / 1342 (2.53%)","41 / 1342 (3.06%)","212 / 16508 (1.28%)"
"ENSG00000118515","SGK1","serum/glucocorticoid regulated kinase 1","6q23.2","protein_coding",8,1131,0.71,213,16508,1.29,1342,12,0.89,247,18.41,9,"Cancer Gene Census","8 / 1131 (0.71%)","12 / 1342 (0.89%)","247 / 1342 (18.41%)","213 / 16508 (1.29%)"
"ENSG00000122779","TRIM24","tripartite motif containing 24","7q33, 7q34","protein_coding",8,1131,0.71,236,16508,1.43,1342,795,59.24,11,0.82,8,"Cancer Gene Census","8 / 1131 (0.71%)","795 / 1342 (59.24%)","11 / 1342 (0.82%)","236 / 16508 (1.43%)"
"ENSG00000126883","NUP214","nucleoporin 214","9q34.13","protein_coding",8,1131,0.71,360,16508,2.18,1342,93,6.93,115,8.57,9,"Cancer Gene Census","8 / 1131 (0.71%)","93 / 1342 (6.93%)","115 / 1342 (8.57%)","360 / 16508 (2.18%)"
"ENSG00000127946","HIP1","huntingtin interacting protein 1","7q11.23","protein_coding",8,1131,0.71,227,16508,1.38,1342,748,55.74,8,0.6,10,"Cancer Gene Census","8 / 1131 (0.71%)","748 / 1342 (55.74%)","8 / 1342 (0.6%)","227 / 16508 (1.38%)"
"ENSG00000131023","LATS1","large tumor suppressor kinase 1","6q25.1","protein_coding",8,1131,0.71,285,16508,1.73,1342,14,1.04,248,18.48,10,"Cancer Gene Census","8 / 1131 (0.71%)","14 / 1342 (1.04%)","248 / 1342 (18.48%)","285 / 16508 (1.73%)"
"ENSG00000135679","MDM2","MDM2 proto-oncogene","12q15","protein_coding",8,1131,0.71,111,16508,0.67,1342,83,6.18,85,6.33,9,"Cancer Gene Census","8 / 1131 (0.71%)","83 / 1342 (6.18%)","85 / 1342 (6.33%)","111 / 16508 (0.67%)"
"ENSG00000143322","ABL2","ABL proto-oncogene 2, non-receptor tyrosine kinase","1q25.2","protein_coding",8,1131,0.71,299,16508,1.81,1342,91,6.78,20,1.49,8,"Cancer Gene Census","8 / 1131 (0.71%)","91 / 1342 (6.78%)","20 / 1342 (1.49%)","299 / 16508 (1.81%)"
"ENSG00000144218","AFF3","AF4/FMR2 family member 3","2q11.2","protein_coding",8,1131,0.71,443,16508,2.68,1342,30,2.24,32,2.38,9,"Cancer Gene Census","8 / 1131 (0.71%)","30 / 1342 (2.24%)","32 / 1342 (2.38%)","443 / 16508 (2.68%)"
"ENSG00000147050","KDM6A","lysine demethylase 6A","Xp11.3","protein_coding",8,1131,0.71,472,16508,2.86,1342,0,0,0,0,9,"Cancer Gene Census","8 / 1131 (0.71%)","0 / 1342 (0%)","0 / 1342 (0%)","472 / 16508 (2.86%)"
"ENSG00000148737","TCF7L2","transcription factor 7 like 2","10q25.2, 10q25.3","protein_coding",8,1131,0.71,301,16508,1.82,1342,5,0.37,818,60.95,10,"Cancer Gene Census","8 / 1131 (0.71%)","5 / 1342 (0.37%)","818 / 1342 (60.95%)","301 / 16508 (1.82%)"
"ENSG00000152894","PTPRK","protein tyrosine phosphatase receptor type K","6q22.33","protein_coding",8,1131,0.71,420,16508,2.54,1342,13,0.97,240,17.88,8,"Cancer Gene Census","8 / 1131 (0.71%)","13 / 1342 (0.97%)","240 / 1342 (17.88%)","420 / 16508 (2.54%)"
"ENSG00000160271","RALGDS","ral guanine nucleotide dissociation stimulator","9q34.13, 9q34.2","protein_coding",8,1131,0.71,184,16508,1.11,1342,90,6.71,123,9.17,9,"Cancer Gene Census","8 / 1131 (0.71%)","90 / 1342 (6.71%)","123 / 1342 (9.17%)","184 / 16508 (1.11%)"
"ENSG00000168036","CTNNB1","catenin beta 1","3p22.1","protein_coding",8,1131,0.71,548,16508,3.32,1342,48,3.58,88,6.56,8,"Cancer Gene Census","8 / 1131 (0.71%)","48 / 1342 (3.58%)","88 / 1342 (6.56%)","548 / 16508 (3.32%)"
"ENSG00000168769","TET2","tet methylcytosine dioxygenase 2","4q24","protein_coding",8,1131,0.71,335,16508,2.03,1342,23,1.71,119,8.87,10,"Cancer Gene Census","8 / 1131 (0.71%)","23 / 1342 (1.71%)","119 / 1342 (8.87%)","335 / 16508 (2.03%)"
"ENSG00000169862","CTNND2","catenin delta 2","5p15.2","protein_coding",8,1131,0.71,677,16508,4.1,1342,52,3.87,79,5.89,9,"Cancer Gene Census","8 / 1131 (0.71%)","52 / 1342 (3.87%)","79 / 1342 (5.89%)","677 / 16508 (4.1%)"
"ENSG00000171094","ALK","ALK receptor tyrosine kinase","2p23.2, 2p23.1","protein_coding",8,1131,0.71,491,16508,2.97,1342,38,2.83,46,3.43,11,"Cancer Gene Census","8 / 1131 (0.71%)","38 / 1342 (2.83%)","46 / 1342 (3.43%)","491 / 16508 (2.97%)"
"ENSG00000182511","FES","FES proto-oncogene, tyrosine kinase","15q26.1","protein_coding",8,1131,0.71,163,16508,0.99,1342,33,2.46,144,10.73,7,"Cancer Gene Census","8 / 1131 (0.71%)","33 / 1342 (2.46%)","144 / 1342 (10.73%)","163 / 16508 (0.99%)"
"ENSG00000182578","CSF1R","colony stimulating factor 1 receptor","5q32","protein_coding",8,1131,0.71,247,16508,1.5,1342,45,3.35,81,6.04,14,"Cancer Gene Census","8 / 1131 (0.71%)","45 / 1342 (3.35%)","81 / 1342 (6.04%)","247 / 16508 (1.5%)"
"ENSG00000187741","FANCA","FA complementation group A","16q24.3","protein_coding",8,1131,0.71,257,16508,1.56,1342,14,1.04,52,3.87,10,"Cancer Gene Census","8 / 1131 (0.71%)","14 / 1342 (1.04%)","52 / 1342 (3.87%)","257 / 16508 (1.56%)"
"ENSG00000196531","NACA","nascent polypeptide associated complex subunit alpha","12q13.3","protein_coding",8,1131,0.71,341,16508,2.07,1342,66,4.92,103,7.68,9,"Cancer Gene Census","8 / 1131 (0.71%)","66 / 1342 (4.92%)","103 / 1342 (7.68%)","341 / 16508 (2.07%)"
"ENSG00000196588","MRTFA","myocardin related transcription factor A","22q13.1, 22q13.2","protein_coding",8,1131,0.71,205,16508,1.24,1342,27,2.01,293,21.83,9,"Cancer Gene Census","8 / 1131 (0.71%)","27 / 1342 (2.01%)","293 / 1342 (21.83%)","205 / 16508 (1.24%)"
"ENSG00000197299","BLM","BLM RecQ like helicase","15q26.1","protein_coding",8,1131,0.71,261,16508,1.58,1342,34,2.53,144,10.73,10,"Cancer Gene Census","8 / 1131 (0.71%)","34 / 1342 (2.53%)","144 / 1342 (10.73%)","261 / 16508 (1.58%)"
"ENSG00000197535","MYO5A","myosin VA","15q21.2","protein_coding",8,1131,0.71,366,16508,2.22,1342,17,1.27,195,14.53,13,"Cancer Gene Census","8 / 1131 (0.71%)","17 / 1342 (1.27%)","195 / 1342 (14.53%)","366 / 16508 (2.22%)"
"ENSG00000198400","NTRK1","neurotrophic receptor tyrosine kinase 1","1q23.1","protein_coding",8,1131,0.71,261,16508,1.58,1342,116,8.64,13,0.97,8,"Cancer Gene Census","8 / 1131 (0.71%)","116 / 1342 (8.64%)","13 / 1342 (0.97%)","261 / 16508 (1.58%)"
"ENSG00000198604","BAZ1A","bromodomain adjacent to zinc finger domain 1A","14q13.1, 14q13.2","protein_coding",8,1131,0.71,270,16508,1.64,1342,19,1.42,275,20.49,9,"Cancer Gene Census","8 / 1131 (0.71%)","19 / 1342 (1.42%)","275 / 1342 (20.49%)","270 / 16508 (1.64%)"
"ENSG00000275023","MLLT6","MLLT6, PHD finger containing","17q12","protein_coding",8,1131,0.71,212,16508,1.28,1342,34,2.53,83,6.18,11,"Cancer Gene Census","8 / 1131 (0.71%)","34 / 1342 (2.53%)","83 / 1342 (6.18%)","212 / 16508 (1.28%)"
"ENSG00000051382","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","3q22.3","protein_coding",7,1131,0.62,241,16508,1.46,1342,50,3.73,66,4.92,8,"Cancer Gene Census","7 / 1131 (0.62%)","50 / 1342 (3.73%)","66 / 1342 (4.92%)","241 / 16508 (1.46%)"
"ENSG00000054118","THRAP3","thyroid hormone receptor associated protein 3","1p34.3","protein_coding",7,1131,0.62,230,16508,1.39,1342,67,4.99,219,16.32,10,"Cancer Gene Census","7 / 1131 (0.62%)","67 / 1342 (4.99%)","219 / 1342 (16.32%)","230 / 16508 (1.39%)"
"ENSG00000057657","PRDM1","PR/SET domain 1","6q21","protein_coding",7,1131,0.62,272,16508,1.65,1342,12,0.89,210,15.65,8,"Cancer Gene Census","7 / 1131 (0.62%)","12 / 1342 (0.89%)","210 / 1342 (15.65%)","272 / 16508 (1.65%)"
"ENSG00000070371","CLTCL1","clathrin heavy chain like 1","22q11.21","protein_coding",7,1131,0.62,315,16508,1.91,1342,30,2.24,246,18.33,9,"Cancer Gene Census","7 / 1131 (0.62%)","30 / 1342 (2.24%)","246 / 1342 (18.33%)","315 / 16508 (1.91%)"
"ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like","1p36.13","protein_coding",7,1131,0.62,276,16508,1.67,1342,61,4.55,253,18.85,11,"Cancer Gene Census","7 / 1131 (0.62%)","61 / 1342 (4.55%)","253 / 1342 (18.85%)","276 / 16508 (1.67%)"
"ENSG00000087460","GNAS","GNAS complex locus","20q13.32","protein_coding",7,1131,0.62,369,16508,2.24,1342,286,21.31,21,1.56,9,"Cancer Gene Census","7 / 1131 (0.62%)","286 / 1342 (21.31%)","21 / 1342 (1.56%)","369 / 16508 (2.24%)"
"ENSG00000089280","FUS","FUS RNA binding protein","16p11.2","protein_coding",7,1131,0.62,141,16508,0.85,1342,28,2.09,71,5.29,7,"Cancer Gene Census","7 / 1131 (0.62%)","28 / 1342 (2.09%)","71 / 1342 (5.29%)","141 / 16508 (0.85%)"
"ENSG00000096384","HSP90AB1","heat shock protein 90 alpha family class B member 1","6p21.1","protein_coding",7,1131,0.62,201,16508,1.22,1342,23,1.71,76,5.66,8,"Cancer Gene Census","7 / 1131 (0.62%)","23 / 1342 (1.71%)","76 / 1342 (5.66%)","201 / 16508 (1.22%)"
"ENSG00000102034","ELF4","E74 like ETS transcription factor 4","Xq26.1","protein_coding",7,1131,0.62,175,16508,1.06,1342,0,0,0,0,8,"Cancer Gene Census","7 / 1131 (0.62%)","0 / 1342 (0%)","0 / 1342 (0%)","175 / 16508 (1.06%)"
"ENSG00000105639","JAK3","Janus kinase 3","19p13.11","protein_coding",7,1131,0.62,281,16508,1.7,1342,304,22.65,26,1.94,7,"Cancer Gene Census","7 / 1131 (0.62%)","304 / 1342 (22.65%)","26 / 1342 (1.94%)","281 / 16508 (1.7%)"
"ENSG00000105662","CRTC1","CREB regulated transcription coactivator 1","19p13.11","protein_coding",7,1131,0.62,158,16508,0.96,1342,315,23.47,27,2.01,7,"Cancer Gene Census","7 / 1131 (0.62%)","315 / 1342 (23.47%)","27 / 1342 (2.01%)","158 / 16508 (0.96%)"
"ENSG00000110713","NUP98","nucleoporin 98 and 96 precursor","11p15.4","protein_coding",7,1131,0.62,327,16508,1.98,1342,33,2.46,197,14.68,12,"Cancer Gene Census","7 / 1131 (0.62%)","33 / 1342 (2.46%)","197 / 1342 (14.68%)","327 / 16508 (1.98%)"
"ENSG00000114861","FOXP1","forkhead box P1","3p13","protein_coding",7,1131,0.62,282,16508,1.71,1342,42,3.13,84,6.26,8,"Cancer Gene Census","7 / 1131 (0.62%)","42 / 1342 (3.13%)","84 / 1342 (6.26%)","282 / 16508 (1.71%)"
"ENSG00000118513","MYB","MYB proto-oncogene, transcription factor","6q23.3","protein_coding",7,1131,0.62,209,16508,1.27,1342,12,0.89,250,18.63,8,"Cancer Gene Census","7 / 1131 (0.62%)","12 / 1342 (0.89%)","250 / 1342 (18.63%)","209 / 16508 (1.27%)"
"ENSG00000119535","CSF3R","colony stimulating factor 3 receptor","1p34.3","protein_coding",7,1131,0.62,243,16508,1.47,1342,66,4.92,215,16.02,7,"Cancer Gene Census","7 / 1131 (0.62%)","66 / 1342 (4.92%)","215 / 1342 (16.02%)","243 / 16508 (1.47%)"
"ENSG00000121989","ACVR2A","activin A receptor type 2A","2q22.3, 2q23.1","protein_coding",7,1131,0.62,377,16508,2.28,1342,31,2.31,37,2.76,7,"Cancer Gene Census","7 / 1131 (0.62%)","31 / 1342 (2.31%)","37 / 1342 (2.76%)","377 / 16508 (2.28%)"
"ENSG00000129152","MYOD1","myogenic differentiation 1","11p15.1","protein_coding",7,1131,0.62,126,16508,0.76,1342,35,2.61,149,11.1,8,"Cancer Gene Census","7 / 1131 (0.62%)","35 / 1342 (2.61%)","149 / 1342 (11.1%)","126 / 16508 (0.76%)"
"ENSG00000133895","MEN1","menin 1","11q13.1","protein_coding",7,1131,0.62,163,16508,0.99,1342,41,3.06,89,6.63,8,"Cancer Gene Census","7 / 1131 (0.62%)","41 / 1342 (3.06%)","89 / 1342 (6.63%)","163 / 16508 (0.99%)"
"ENSG00000134982","APC","APC regulator of WNT signaling pathway","5q22.2","protein_coding",7,1131,0.62,1082,16508,6.55,1342,48,3.58,66,4.92,13,"Cancer Gene Census","7 / 1131 (0.62%)","48 / 1342 (3.58%)","66 / 1342 (4.92%)","1082 / 16508 (6.55%)"
"ENSG00000135605","TEC","transient erythroblastopenia of childhood","4p12, 4p11","protein_coding",7,1131,0.62,146,16508,0.88,1342,25,1.86,77,5.74,9,"Cancer Gene Census","7 / 1131 (0.62%)","25 / 1342 (1.86%)","77 / 1342 (5.74%)","146 / 16508 (0.88%)"
"ENSG00000136352","NKX2-1","NK2 homeobox 1","14q13.3","protein_coding",7,1131,0.62,106,16508,0.64,1342,16,1.19,271,20.19,7,"Cancer Gene Census","7 / 1131 (0.62%)","16 / 1342 (1.19%)","271 / 1342 (20.19%)","106 / 16508 (0.64%)"
"ENSG00000138376","BARD1","BRCA1 associated RING domain 1","2q35","protein_coding",7,1131,0.62,194,16508,1.18,1342,33,2.46,44,3.28,8,"Cancer Gene Census","7 / 1131 (0.62%)","33 / 1342 (2.46%)","44 / 1342 (3.28%)","194 / 16508 (1.18%)"
"ENSG00000140521","POLG","DNA polymerase gamma, catalytic subunit","15q26.1","protein_coding",7,1131,0.62,226,16508,1.37,1342,28,2.09,133,9.91,7,"Cancer Gene Census","7 / 1131 (0.62%)","28 / 1342 (2.09%)","133 / 1342 (9.91%)","226 / 16508 (1.37%)"
"ENSG00000140538","NTRK3","neurotrophic receptor tyrosine kinase 3","15q25.3","protein_coding",7,1131,0.62,506,16508,3.07,1342,23,1.71,130,9.69,11,"Cancer Gene Census","7 / 1131 (0.62%)","23 / 1342 (1.71%)","130 / 1342 (9.69%)","506 / 16508 (3.07%)"
"ENSG00000143294","PRCC","proline rich mitotic checkpoint control factor","1q23.1","protein_coding",7,1131,0.62,117,16508,0.71,1342,118,8.79,13,0.97,2,"Cancer Gene Census","7 / 1131 (0.62%)","118 / 1342 (8.79%)","13 / 1342 (0.97%)","117 / 16508 (0.71%)"
"ENSG00000143379","SETDB1","SET domain bifurcated histone lysine methyltransferase 1","1q21.3","protein_coding",7,1131,0.62,297,16508,1.8,1342,108,8.05,14,1.04,7,"Cancer Gene Census","7 / 1131 (0.62%)","108 / 1342 (8.05%)","14 / 1342 (1.04%)","297 / 16508 (1.8%)"
"ENSG00000147862","NFIB","nuclear factor I B","9p23, 9p22.3","protein_coding",7,1131,0.62,164,16508,0.99,1342,46,3.43,472,35.17,8,"Cancer Gene Census","7 / 1131 (0.62%)","46 / 1342 (3.43%)","472 / 1342 (35.17%)","164 / 16508 (0.99%)"
"ENSG00000168685","IL7R","interleukin 7 receptor","5p13.2","protein_coding",7,1131,0.62,328,16508,1.99,1342,53,3.95,59,4.4,7,"Cancer Gene Census","7 / 1131 (0.62%)","53 / 1342 (3.95%)","59 / 1342 (4.4%)","328 / 16508 (1.99%)"
"ENSG00000169249","ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2","Xp22.2","protein_coding",7,1131,0.62,91,16508,0.55,1342,0,0,0,0,7,"Cancer Gene Census","7 / 1131 (0.62%)","0 / 1342 (0%)","0 / 1342 (0%)","91 / 16508 (0.55%)"
"ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A X-linked","Xp22.12","protein_coding",7,1131,0.62,81,16508,0.49,1342,0,0,0,0,7,"Cancer Gene Census","7 / 1131 (0.62%)","0 / 1342 (0%)","0 / 1342 (0%)","81 / 16508 (0.49%)"
"ENSG00000182197","EXT1","exostosin glycosyltransferase 1","8q24.11","protein_coding",7,1131,0.62,215,16508,1.3,1342,129,9.61,50,3.73,7,"Cancer Gene Census","7 / 1131 (0.62%)","129 / 1342 (9.61%)","50 / 1342 (3.73%)","215 / 16508 (1.3%)"
"ENSG00000182866","LCK","LCK proto-oncogene, Src family tyrosine kinase","1p35.2","protein_coding",7,1131,0.62,167,16508,1.01,1342,66,4.92,220,16.39,8,"Cancer Gene Census","7 / 1131 (0.62%)","66 / 1342 (4.92%)","220 / 1342 (16.39%)","167 / 16508 (1.01%)"
"ENSG00000182872","RBM10","RNA binding motif protein 10","Xp11.3","protein_coding",7,1131,0.62,316,16508,1.91,1342,0,0,0,0,9,"Cancer Gene Census","7 / 1131 (0.62%)","0 / 1342 (0%)","0 / 1342 (0%)","316 / 16508 (1.91%)"
